Site,Opportunity Type,Priority,URL,Full URL
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/cell-phone/motorola-edge-2024","https://t-mobile.com/cell-phone/motorola-edge-2024"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/commerce/add-lines","https://t-mobile.com/commerce/add-lines"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/smart-watch/apple-watch-series-11-42mm","https://t-mobile.com/smart-watch/apple-watch-series-11-42mm"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/advertising-solutions/opt-out","https://t-mobile.com/advertising-solutions/opt-out"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/smart-watch/samsung-galaxy-watch8-40mm","https://t-mobile.com/smart-watch/samsung-galaxy-watch8-40mm"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/commerce/customer-plans","https://t-mobile.com/commerce/customer-plans"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/brand/friday-night-5g-lights/how-to-win","https://t-mobile.com/brand/friday-night-5g-lights/how-to-win"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/cell-phone/t-mobile-revvl-7-pro-5g","https://t-mobile.com/cell-phone/t-mobile-revvl-7-pro-5g"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/benefits/subscriptions","https://t-mobile.com/benefits/subscriptions"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/brand/friday-night-5g-lights/g","https://t-mobile.com/brand/friday-night-5g-lights/g"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/support/home-internet/contact-us","https://t-mobile.com/support/home-internet/contact-us"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/my-account/account-activity","https://t-mobile.com/my-account/account-activity"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/search","https://t-mobile.com/search"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/my-account/plan-details/discounts/military-verification","https://t-mobile.com/my-account/plan-details/discounts/military-verification"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/benefits/travel/in-flight-wifi","https://t-mobile.com/benefits/travel/in-flight-wifi"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/my-account/settings/device-settings/caller-id","https://t-mobile.com/my-account/settings/device-settings/caller-id"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/brand/friday-night-5g-lights/p","https://t-mobile.com/brand/friday-night-5g-lights/p"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/coverage/coverage-map","https://t-mobile.com/coverage/coverage-map"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/support/home-internet/advanced-cyber-security","https://t-mobile.com/support/home-internet/advanced-cyber-security"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/business/solutions/dialpad","https://t-mobile.com/business/solutions/dialpad"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/offers/samsung-phone-deals","https://t-mobile.com/offers/samsung-phone-deals"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/home-internet/plans","https://t-mobile.com/home-internet/plans"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/brand/friday-night-5g-lights/b","https://t-mobile.com/brand/friday-night-5g-lights/b"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/payment/payment-arrangement/manage-payment-method","https://t-mobile.com/payment/payment-arrangement/manage-payment-method"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/support/home-internet","https://t-mobile.com/support/home-internet"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/tablets","https://t-mobile.com/tablets"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/brand/friday-night-5g-lights/rules","https://t-mobile.com/brand/friday-night-5g-lights/rules"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/my-account/plan-details/discounts/military-verification/upload-documents","https://t-mobile.com/my-account/plan-details/discounts/military-verification/upload-documents"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/cell-phone/samsung-galaxy-a35-5g","https://t-mobile.com/cell-phone/samsung-galaxy-a35-5g"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/commerce/checkout/review","https://t-mobile.com/commerce/checkout/review"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/commerce/cart","https://t-mobile.com/commerce/cart"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/accessory/apple-airpods-4","https://t-mobile.com/accessory/apple-airpods-4"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/cell-phones/brand/google","https://t-mobile.com/cell-phones/brand/google"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/brand/friday-night-5g-lights/m","https://t-mobile.com/brand/friday-night-5g-lights/m"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/my-account/settings/permissions-controls/roles-permissions/add-new-authorized-user-by-selection","https://t-mobile.com/my-account/settings/permissions-controls/roles-permissions/add-new-authorized-user-by-selection"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/brand/federal-local-surcharges","https://t-mobile.com/brand/federal-local-surcharges"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/cell-phone/samsung-galaxy-s25-edge","https://t-mobile.com/cell-phone/samsung-galaxy-s25-edge"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/brand/friday-night-5g-lights/c","https://t-mobile.com/brand/friday-night-5g-lights/c"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/cell-phone-plans/affordable-data-plans/hotspots","https://t-mobile.com/cell-phone-plans/affordable-data-plans/hotspots"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/brand/friday-night-5g-lights/a","https://t-mobile.com/brand/friday-night-5g-lights/a"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/switch/pay-off-carrier-etf-phone-deal","https://t-mobile.com/switch/pay-off-carrier-etf-phone-deal"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/cell-phone/apple-iphone-14","https://t-mobile.com/cell-phone/apple-iphone-14"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/payment/payment-arrangement/choose-payment-method.html","https://t-mobile.com/payment/payment-arrangement/choose-payment-method.html"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/home-internet/eligibility/4g-sign-up","https://t-mobile.com/home-internet/eligibility/4g-sign-up"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/brand/friday-night-5g-lights/x","https://t-mobile.com/brand/friday-night-5g-lights/x"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/coverage/international-calling","https://t-mobile.com/coverage/international-calling"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/home-internet/faq","https://t-mobile.com/home-internet/faq"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/benefits/phone-protection-plans","https://t-mobile.com/benefits/phone-protection-plans"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/business/small-midsize-business","https://t-mobile.com/business/small-midsize-business"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/smart-watch/t-mobile-syncup-kids-watch-2","https://t-mobile.com/smart-watch/t-mobile-syncup-kids-watch-2"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/support/home-internet/app","https://t-mobile.com/support/home-internet/app"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/commerce/plan-details","https://t-mobile.com/commerce/plan-details"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/payment/one-time-payment/choose-payment-method","https://t-mobile.com/payment/one-time-payment/choose-payment-method"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/my-account/device-details/lost-or-stolen/unblock-confirmation","https://t-mobile.com/my-account/device-details/lost-or-stolen/unblock-confirmation"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/my-account/settings/permissions-controls/roles-permissions/add-new-authorized-user-terms","https://t-mobile.com/my-account/settings/permissions-controls/roles-permissions/add-new-authorized-user-terms"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/my-account/device-details/network-compatibility/device-network-checker","https://t-mobile.com/my-account/device-details/network-compatibility/device-network-checker"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/cell-phone-plans/military-discount-plans","https://t-mobile.com/cell-phone-plans/military-discount-plans"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/cell-phone/apple-iphone-15","https://t-mobile.com/cell-phone/apple-iphone-15"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/coverage/satellite-phone-service","https://t-mobile.com/coverage/satellite-phone-service"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/my-account/profile/tmobile-id/phone-numbers","https://t-mobile.com/my-account/profile/tmobile-id/phone-numbers"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/payment/my-wallet/new-card","https://t-mobile.com/payment/my-wallet/new-card"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/business/offers/business-deals-hub","https://t-mobile.com/business/offers/business-deals-hub"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/home-internet/deals","https://t-mobile.com/home-internet/deals"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/my-account/settings/permissions-controls/multiple-devices","https://t-mobile.com/my-account/settings/permissions-controls/multiple-devices"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/home-internet/http-warning","https://t-mobile.com/home-internet/http-warning"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/switch/new-customer-switch-deals","https://t-mobile.com/switch/new-customer-switch-deals"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/my-account/plan-details/discounts/first-responder-verification","https://t-mobile.com/my-account/plan-details/discounts/first-responder-verification"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/my-account/settings/line-settings/e911-address","https://t-mobile.com/my-account/settings/line-settings/e911-address"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/my-account/settings/permissions-controls/family-controls/allowances/dashboard","https://t-mobile.com/my-account/settings/permissions-controls/family-controls/allowances/dashboard"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/brand/friday-night-5g-lights/y","https://t-mobile.com/brand/friday-night-5g-lights/y"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/my-account/device-details","https://t-mobile.com/my-account/device-details"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/offers/employee-discounts/teachers-educators","https://t-mobile.com/offers/employee-discounts/teachers-educators"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/bill/summary","https://t-mobile.com/bill/summary"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/business/wireless-business-plans","https://t-mobile.com/business/wireless-business-plans"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/my-account/device-details/lost-or-stolen/block","https://t-mobile.com/my-account/device-details/lost-or-stolen/block"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/brand/friday-night-5g-lights/q","https://t-mobile.com/brand/friday-night-5g-lights/q"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/home-internet/plans/rv-camper-internet-plans","https://t-mobile.com/home-internet/plans/rv-camper-internet-plans"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/my-account/device-details/temporary-suspension/confirmation","https://t-mobile.com/my-account/device-details/temporary-suspension/confirmation"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/benefits/mlb","https://t-mobile.com/benefits/mlb"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/guest-pay/payment-details","https://t-mobile.com/guest-pay/payment-details"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/my-account/device-details/lost-or-stolen/line-selector","https://t-mobile.com/my-account/device-details/lost-or-stolen/line-selector"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/cell-phone/motorola-razr-2024","https://t-mobile.com/cell-phone/motorola-razr-2024"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/tablet/apple-ipad-air-13-inch-m3","https://t-mobile.com/tablet/apple-ipad-air-13-inch-m3"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/cell-phone/motorola-razr-plus-2025","https://t-mobile.com/cell-phone/motorola-razr-plus-2025"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/payment/31-day-past-due-for-pa","https://t-mobile.com/payment/31-day-past-due-for-pa"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/equipment-financing/payment/choose-payment-method","https://t-mobile.com/equipment-financing/payment/choose-payment-method"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/home-internet/eligibility/waitlist-confirmation","https://t-mobile.com/home-internet/eligibility/waitlist-confirmation"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/payment/one-time-payment/confirmation","https://t-mobile.com/payment/one-time-payment/confirmation"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/buy/confirmation","https://t-mobile.com/buy/confirmation"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/switch/free-cell-phone-with-plan","https://t-mobile.com/switch/free-cell-phone-with-plan"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/benefits/event-perks","https://t-mobile.com/benefits/event-perks"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/tablet/t-mobile-mobile-internet-sim-card","https://t-mobile.com/tablet/t-mobile-mobile-internet-sim-card"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/membership","https://t-mobile.com/membership"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/brand/friday-night-5g-lights/v","https://t-mobile.com/brand/friday-night-5g-lights/v"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/my-account/settings/permissions-controls","https://t-mobile.com/my-account/settings/permissions-controls"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/business","https://t-mobile.com/business"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/commerce/recommended-accessories","https://t-mobile.com/commerce/recommended-accessories"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/hotspots-iot-connected-devices","https://t-mobile.com/hotspots-iot-connected-devices"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/my-account/settings/line-settings","https://t-mobile.com/my-account/settings/line-settings"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/landing-pages/broadband-facts/overview","https://t-mobile.com/landing-pages/broadband-facts/overview"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/home-internet/plans/all-in-unlimited-internet-plan","https://t-mobile.com/home-internet/plans/all-in-unlimited-internet-plan"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/responsibility/legal/trade-in-terms","https://t-mobile.com/responsibility/legal/trade-in-terms"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/my-account/settings/international-roaming","https://t-mobile.com/my-account/settings/international-roaming"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/responsibility/legal/return-policy","https://t-mobile.com/responsibility/legal/return-policy"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/cell-phone-plans/affordable-data-plans","https://t-mobile.com/cell-phone-plans/affordable-data-plans"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/brand/friday-night-5g-lights/d","https://t-mobile.com/brand/friday-night-5g-lights/d"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/brand/friday-night-5g-lights/f","https://t-mobile.com/brand/friday-night-5g-lights/f"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/my-account/settings/line-settings/preferred-name","https://t-mobile.com/my-account/settings/line-settings/preferred-name"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/apps","https://t-mobile.com/apps"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/privacy-center/dashboard/controls","https://t-mobile.com/privacy-center/dashboard/controls"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/privacy-center/dashboard","https://t-mobile.com/privacy-center/dashboard"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/commerce/device-protection","https://t-mobile.com/commerce/device-protection"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/buy/shipping-payment","https://t-mobile.com/buy/shipping-payment"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/offers/cell-phone-plan-deals","https://t-mobile.com/offers/cell-phone-plan-deals"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/bill","https://t-mobile.com/bill"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/equipment-financing/payment/manage-payment-method","https://t-mobile.com/equipment-financing/payment/manage-payment-method"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/privacy-center/privacy-notices","https://t-mobile.com/privacy-center/privacy-notices"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/tablet/samsung-galaxy-tab-s10-plus-5g","https://t-mobile.com/tablet/samsung-galaxy-tab-s10-plus-5g"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/cell-phones/network/5g","https://t-mobile.com/cell-phones/network/5g"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/smart-watches/brand/samsung","https://t-mobile.com/smart-watches/brand/samsung"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/content/digx/tmobile/us/en/my-account/settings/permissions-controls/roles-permissions.html","https://t-mobile.com/content/digx/tmobile/us/en/my-account/settings/permissions-controls/roles-permissions.html"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/commerce/device-intent","https://t-mobile.com/commerce/device-intent"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/my-account/settings/permissions-controls/roles-permissions/confirm-add-authorized-by-phone","https://t-mobile.com/my-account/settings/permissions-controls/roles-permissions/confirm-add-authorized-by-phone"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/my-account/dashboard","https://t-mobile.com/my-account/dashboard"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/accessory/apple-airpods-pro-3","https://t-mobile.com/accessory/apple-airpods-pro-3"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/my-account/settings/permissions-controls/roles-permissions/add-new-authorized-user-success","https://t-mobile.com/my-account/settings/permissions-controls/roles-permissions/add-new-authorized-user-success"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/my-account/phone/device-status","https://t-mobile.com/my-account/phone/device-status"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/smart-watch/apple-watch-series-11-46mm","https://t-mobile.com/smart-watch/apple-watch-series-11-46mm"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/cell-phone/samsung-galaxy-z-fold7","https://t-mobile.com/cell-phone/samsung-galaxy-z-fold7"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/cell-phone/t-mobile-sim-card","https://t-mobile.com/cell-phone/t-mobile-sim-card"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/cell-phones/brand/samsung","https://t-mobile.com/cell-phones/brand/samsung"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/benefits/customer-hub","https://t-mobile.com/benefits/customer-hub"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/payment/payment-arrangement/faq","https://t-mobile.com/payment/payment-arrangement/faq"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/tablet/apple-ipad-a16","https://t-mobile.com/tablet/apple-ipad-a16"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/payment/my-wallet/new-bank-trustly","https://t-mobile.com/payment/my-wallet/new-bank-trustly"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/brand/friday-night-5g-lights/l","https://t-mobile.com/brand/friday-night-5g-lights/l"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/brand/friday-night-5g-lights/t","https://t-mobile.com/brand/friday-night-5g-lights/t"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/offers/employee-discounts","https://t-mobile.com/offers/employee-discounts"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/brand/friday-night-5g-lights/r","https://t-mobile.com/brand/friday-night-5g-lights/r"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/brand/friday-night-5g-lights/w","https://t-mobile.com/brand/friday-night-5g-lights/w"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/responsibility/consumer-info/policies/sim-unlock-policy","https://t-mobile.com/responsibility/consumer-info/policies/sim-unlock-policy"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/offers/motorola-phone-deals","https://t-mobile.com/offers/motorola-phone-deals"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/cell-phones/deals/free","https://t-mobile.com/cell-phones/deals/free"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/customers/device-add-a-line","https://t-mobile.com/customers/device-add-a-line"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/payment/missed-pa-installment","https://t-mobile.com/payment/missed-pa-installment"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/customers/customer-care","https://t-mobile.com/customers/customer-care"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/cell-phone-plans/first-responder-discounts","https://t-mobile.com/cell-phone-plans/first-responder-discounts"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/hotspot-iot-connected-devices/lenovo-100e-chromebook-gen-4","https://t-mobile.com/hotspot-iot-connected-devices/lenovo-100e-chromebook-gen-4"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/business/offers/samsung-galaxy-5g","https://t-mobile.com/business/offers/samsung-galaxy-5g"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/home-internet/eligibility/waitlist-sign-up","https://t-mobile.com/home-internet/eligibility/waitlist-sign-up"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/my-account/settings/permissions-controls/family-controls/familywhere","https://t-mobile.com/my-account/settings/permissions-controls/family-controls/familywhere"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/support/home-internet/t-mobile-gateway","https://t-mobile.com/support/home-internet/t-mobile-gateway"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/brand/project-10-million","https://t-mobile.com/brand/project-10-million"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/devices/apple-watch-comparison","https://t-mobile.com/devices/apple-watch-comparison"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/responsibility/legal/terms-and-conditions","https://t-mobile.com/responsibility/legal/terms-and-conditions"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/cell-phone/samsung-galaxy-s25-fe","https://t-mobile.com/cell-phone/samsung-galaxy-s25-fe"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/my-account/plan-details/discounts/first-responder-verification/status","https://t-mobile.com/my-account/plan-details/discounts/first-responder-verification/status"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/cell-phone/motorola-edge-2025","https://t-mobile.com/cell-phone/motorola-edge-2025"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/cell-phone/tcl-flip-4-5g","https://t-mobile.com/cell-phone/tcl-flip-4-5g"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/cell-phone/nokia-g310-5g","https://t-mobile.com/cell-phone/nokia-g310-5g"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/my-account/settings/security/fraud-block/sim-swap","https://t-mobile.com/my-account/settings/security/fraud-block/sim-swap"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/content/digx/tmobile/us/en/my-account/settings/permissions-controls.html","https://t-mobile.com/content/digx/tmobile/us/en/my-account/settings/permissions-controls.html"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/offers/apple-iphone-deals","https://t-mobile.com/offers/apple-iphone-deals"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/my-account/account-summary","https://t-mobile.com/my-account/account-summary"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/my-account/device-details/lost-or-stolen/suspend","https://t-mobile.com/my-account/device-details/lost-or-stolen/suspend"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/my-account/settings/get-transfer-pin-error","https://t-mobile.com/my-account/settings/get-transfer-pin-error"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/commerce/checkout/hint-order","https://t-mobile.com/commerce/checkout/hint-order"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/smart-watch/apple-watch-series-10-42mm","https://t-mobile.com/smart-watch/apple-watch-series-10-42mm"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/brand/friday-night-5g-lights/j","https://t-mobile.com/brand/friday-night-5g-lights/j"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/business/b2b-contact-information","https://t-mobile.com/business/b2b-contact-information"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/home-internet/plans/5g-backup-internet-options","https://t-mobile.com/home-internet/plans/5g-backup-internet-options"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/guest-pay/choose-payment-method","https://t-mobile.com/guest-pay/choose-payment-method"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/cell-phone/apple-iphone-air","https://t-mobile.com/cell-phone/apple-iphone-air"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/commerce/bts-plans-page","https://t-mobile.com/commerce/bts-plans-page"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/bill/historical","https://t-mobile.com/bill/historical"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/cell-phone-plans/phone-home-internet-bundle","https://t-mobile.com/cell-phone-plans/phone-home-internet-bundle"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/tablets/brand/apple","https://t-mobile.com/tablets/brand/apple"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/tv-streaming","https://t-mobile.com/tv-streaming"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/brand/friday-night-5g-lights/n","https://t-mobile.com/brand/friday-night-5g-lights/n"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/cell-phones/brand/apple","https://t-mobile.com/cell-phones/brand/apple"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/my-account/settings/permissions-controls/family-controls/web-guard","https://t-mobile.com/my-account/settings/permissions-controls/family-controls/web-guard"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/brand/friday-night-5g-lights/s","https://t-mobile.com/brand/friday-night-5g-lights/s"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/hotspot-iot-connected-devices/franklin-t10-mobile-hotspot","https://t-mobile.com/hotspot-iot-connected-devices/franklin-t10-mobile-hotspot"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/home-internet/transfer-internet-service","https://t-mobile.com/home-internet/transfer-internet-service"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/my-account/port-in-information","https://t-mobile.com/my-account/port-in-information"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/privacy-center/do-not-sell","https://t-mobile.com/privacy-center/do-not-sell"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/payment/payment-arrangement/confirmation","https://t-mobile.com/payment/payment-arrangement/confirmation"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/my-account/settings/permissions-controls/family-controls","https://t-mobile.com/my-account/settings/permissions-controls/family-controls"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/my-account/plan-details/discounts/military-verification/review","https://t-mobile.com/my-account/plan-details/discounts/military-verification/review"
"t-mobile.com","Core Web Vitals Issues","High","t-mobile.com/cell-phone/google-pixel-10-pro","https://t-mobile.com/cell-phone/google-pixel-10-pro"
